in s,C3 in V
-7.54985E-03,-1.123E-03
-7.54964E-03,-1.318E-03
-7.54944E-03,-9.273E-04
-7.54924E-03,-2.099E-03
-7.54904E-03,-1.709E-03
-7.54884E-03,-2.099E-03
-7.54864E-03,-1.513E-03
-7.54844E-03,-2.295E-03
-7.54823E-03,-1.904E-03
-7.54803E-03,-1.904E-03
-7.54783E-03,-9.273E-04
-7.54763E-03,-1.318E-03
-7.54743E-03,-1.318E-03
-7.54723E-03,-1.123E-03
-7.54702E-03,-2.295E-03
-7.54682E-03,-1.513E-03
-7.54662E-03,-2.099E-03
-7.54642E-03,-2.685E-03
-7.54622E-03,-2.099E-03
-7.54602E-03,-2.099E-03
-7.54581E-03,-2.685E-03
-7.54561E-03,-2.880E-03
-7.54541E-03,-2.490E-03
-7.54521E-03,-2.099E-03
-7.54501E-03,-2.295E-03
-7.54481E-03,-3.466E-03
-7.54460E-03,-3.466E-03
-7.54440E-03,-3.662E-03
-7.54420E-03,-2.685E-03
-7.54400E-03,-3.857E-03
-7.54380E-03,-3.857E-03
-7.54360E-03,-4.052E-03
-7.54340E-03,-3.466E-03
-7.54319E-03,-3.662E-03
-7.54299E-03,-4.248E-03
-7.54279E-03,-4.052E-03
-7.54259E-03,-5.029E-03
-7.54239E-03,-4.834E-03
-7.54219E-03,-5.615E-03
-7.54198E-03,-4.638E-03
-7.54178E-03,-5.029E-03
-7.54158E-03,-4.248E-03
-7.54138E-03,-4.638E-03
-7.54118E-03,-4.443E-03
-7.54098E-03,-3.857E-03
-7.54077E-03,-3.466E-03
-7.54057E-03,-4.443E-03
-7.54037E-03,-4.052E-03
-7.54017E-03,-3.662E-03
-7.53997E-03,-5.029E-03
-7.53977E-03,-4.248E-03
-7.53956E-03,-3.466E-03
-7.53936E-03,-3.466E-03
-7.53916E-03,-4.052E-03
-7.53896E-03,-4.052E-03
-7.53876E-03,-2.685E-03
-7.53856E-03,-3.076E-03
-7.53836E-03,-3.466E-03
-7.53815E-03,-3.466E-03
-7.53795E-03,-3.271E-03
-7.53775E-03,-3.662E-03
-7.53755E-03,-3.076E-03
-7.53735E-03,-2.490E-03
-7.53715E-03,-3.271E-03
-7.53694E-03,-2.685E-03
-7.53674E-03,-3.076E-03
-7.53654E-03,-2.880E-03
-7.53634E-03,-1.709E-03
-7.53614E-03,-2.295E-03
-7.53594E-03,-1.513E-03
-7.53573E-03,-1.904E-03
-7.53553E-03,-2.099E-03
-7.53533E-03,-2.099E-03
-7.53513E-03,-1.513E-03
