in s,C1 in V
2.990893E-02,2.994E-01
2.990943E-02,2.701E-01
2.990994E-02,2.896E-01
2.991044E-02,2.896E-01
2.991095E-02,2.604E-01
2.991146E-02,2.604E-01
2.991196E-02,2.604E-01
2.991247E-02,2.701E-01
2.991297E-02,2.506E-01
2.991348E-02,2.506E-01
2.991398E-02,2.799E-01
2.991449E-02,2.604E-01
2.991500E-02,2.506E-01
2.991550E-02,2.604E-01
2.991601E-02,2.701E-01
2.991651E-02,2.799E-01
2.991702E-02,2.604E-01
2.991752E-02,2.311E-01
2.991803E-02,2.604E-01
2.991853E-02,2.994E-01
2.991904E-02,2.799E-01
2.991955E-02,2.604E-01
2.992005E-02,2.799E-01
2.992056E-02,2.604E-01
2.992106E-02,2.896E-01
2.992157E-02,2.604E-01
2.992207E-02,2.701E-01
2.992258E-02,2.604E-01
2.992308E-02,2.604E-01
2.992359E-02,2.896E-01
2.992410E-02,2.506E-01
2.992460E-02,2.604E-01
2.992511E-02,2.799E-01
2.992561E-02,2.701E-01
2.992612E-02,2.604E-01
2.992662E-02,2.701E-01
2.992713E-02,2.604E-01
2.992764E-02,2.994E-01
2.992814E-02,2.701E-01
2.992865E-02,2.799E-01
2.992915E-02,2.604E-01
2.992966E-02,2.604E-01
2.993016E-02,2.701E-01
2.993067E-02,2.311E-01
2.993117E-02,2.701E-01
2.993168E-02,2.604E-01
2.993219E-02,2.701E-01
2.993269E-02,2.701E-01
2.993320E-02,2.701E-01
2.993370E-02,2.994E-01
2.993421E-02,2.994E-01
2.993471E-02,2.701E-01
2.993522E-02,2.994E-01
2.993572E-02,2.604E-01
2.993623E-02,2.896E-01
2.993674E-02,2.701E-01
2.993724E-02,2.701E-01
2.993775E-02,3.092E-01
2.993825E-02,3.092E-01
2.993876E-02,2.896E-01
2.993926E-02,2.701E-01
2.993977E-02,2.994E-01
2.994028E-02,2.799E-01
2.994078E-02,2.604E-01
2.994129E-02,3.189E-01
2.994179E-02,2.896E-01
2.994230E-02,2.701E-01
2.994280E-02,2.799E-01
2.994331E-02,2.604E-01
2.994381E-02,2.701E-01
2.994432E-02,2.896E-01
2.994483E-02,2.896E-01
2.994533E-02,3.092E-01
2.994584E-02,3.092E-01
2.994634E-02,3.092E-01
2.994685E-02,2.994E-01
2.994735E-02,2.799E-01
2.994786E-02,2.799E-01
2.994836E-02,2.604E-01
2.994887E-02,2.701E-01
2.994938E-02,2.701E-01
2.994988E-02,2.701E-01
2.995039E-02,2.701E-01
2.995089E-02,2.994E-01
2.995140E-02,2.896E-01
2.995190E-02,2.701E-01
2.995241E-02,2.604E-01
2.995292E-02,2.994E-01
2.995342E-02,2.604E-01
2.995393E-02,2.994E-01
2.995443E-02,2.896E-01
2.995494E-02,2.799E-01
2.995544E-02,2.896E-01
2.995595E-02,2.896E-01
2.995645E-02,2.994E-01
2.995696E-02,2.994E-01
2.995747E-02,3.092E-01
2.995797E-02,3.189E-01
2.995848E-02,2.994E-01
2.995898E-02,2.994E-01
2.995949E-02,2.994E-01
2.995999E-02,2.994E-01
2.996050E-02,2.994E-01
2.996100E-02,2.994E-01
2.996151E-02,2.701E-01
2.996202E-02,3.189E-01
2.996252E-02,2.994E-01
2.996303E-02,2.994E-01
2.996353E-02,2.896E-01
2.996404E-02,3.189E-01
2.996454E-02,2.994E-01
2.996505E-02,3.385E-01
2.996556E-02,2.994E-01
2.996606E-02,2.896E-01
2.996657E-02,2.994E-01
2.996707E-02,2.994E-01
2.996758E-02,2.994E-01
2.996808E-02,2.896E-01
2.996859E-02,2.994E-01
2.996909E-02,2.799E-01
2.996960E-02,3.189E-01
2.997011E-02,2.994E-01
2.997061E-02,2.994E-01
2.997112E-02,3.482E-01
2.997162E-02,3.189E-01
2.997213E-02,3.189E-01
2.997263E-02,2.896E-01
2.997314E-02,2.994E-01
2.997364E-02,2.799E-01
2.997415E-02,2.799E-01
2.997466E-02,2.701E-01
2.997516E-02,2.994E-01
2.997567E-02,2.994E-01
2.997617E-02,3.189E-01
2.997668E-02,3.092E-01
2.997718E-02,3.287E-01
2.997769E-02,2.994E-01
2.997820E-02,3.287E-01
2.997870E-02,3.189E-01
2.997921E-02,2.994E-01
2.997971E-02,2.994E-01
2.998022E-02,2.994E-01
2.998072E-02,2.994E-01
2.998123E-02,2.994E-01
2.998173E-02,2.896E-01
2.998224E-02,3.287E-01
2.998275E-02,3.092E-01
2.998325E-02,2.994E-01
2.998376E-02,3.092E-01
2.998426E-02,3.287E-01
2.998477E-02,2.994E-01
2.998527E-02,3.287E-01
2.998578E-02,2.994E-01
2.998628E-02,3.482E-01
2.998679E-02,3.092E-01
2.998730E-02,3.189E-01
2.998780E-02,3.482E-01
2.998831E-02,3.385E-01
2.998881E-02,3.385E-01
2.998932E-02,3.287E-01
2.998982E-02,3.385E-01
2.999033E-02,3.385E-01
2.999084E-02,3.189E-01
2.999134E-02,3.092E-01
2.999185E-02,3.287E-01
2.999235E-02,2.799E-01
2.999286E-02,2.994E-01
2.999336E-02,2.994E-01
2.999387E-02,2.994E-01
2.999437E-02,2.994E-01
2.999488E-02,3.287E-01
2.999539E-02,3.189E-01
2.999589E-02,3.385E-01
2.999640E-02,3.287E-01
2.999690E-02,3.287E-01
2.999741E-02,3.287E-01
2.999791E-02,3.189E-01
2.999842E-02,2.994E-01
2.999892E-02,3.482E-01
2.999943E-02,3.287E-01
2.999994E-02,3.385E-01
3.000044E-02,3.385E-01
3.000095E-02,3.678E-01
3.000145E-02,3.385E-01
3.000196E-02,3.580E-01
3.000246E-02,3.482E-01
3.000297E-02,3.678E-01
3.000348E-02,3.385E-01
3.000398E-02,3.385E-01
3.000449E-02,3.287E-01
3.000499E-02,3.385E-01
3.000550E-02,3.385E-01
3.000600E-02,3.287E-01
3.000651E-02,3.385E-01
3.000701E-02,3.678E-01
3.000752E-02,3.385E-01
3.000803E-02,3.580E-01
3.000853E-02,3.385E-01
3.000904E-02,3.580E-01
3.000954E-02,3.385E-01
3.001005E-02,3.580E-01
3.001055E-02,3.580E-01
3.001106E-02,3.482E-01
3.001156E-02,3.385E-01
3.001207E-02,3.580E-01
3.001258E-02,3.385E-01
3.001308E-02,3.385E-01
3.001359E-02,3.287E-01
3.001409E-02,3.385E-01
3.001460E-02,3.385E-01
3.001510E-02,3.385E-01
3.001561E-02,3.287E-01
3.001612E-02,3.385E-01
3.001662E-02,3.678E-01
3.001713E-02,3.482E-01
3.001763E-02,3.482E-01
3.001814E-02,3.482E-01
3.001864E-02,3.775E-01
3.001915E-02,3.678E-01
3.001965E-02,3.482E-01
3.002016E-02,3.482E-01
3.002067E-02,3.482E-01
3.002117E-02,3.385E-01
3.002168E-02,3.385E-01
3.002218E-02,3.385E-01
3.002269E-02,3.385E-01
3.002319E-02,3.580E-01
3.002370E-02,3.580E-01
3.002420E-02,3.482E-01
3.002471E-02,3.385E-01
3.002522E-02,3.385E-01
3.002572E-02,3.385E-01
3.002623E-02,3.678E-01
3.002673E-02,3.580E-01
3.002724E-02,3.580E-01
3.002774E-02,3.287E-01
3.002825E-02,3.287E-01
