in s,C3 in V
-3.84481E-03,-1.513E-03
-3.84460E-03,-1.318E-03
-3.84440E-03,-1.709E-03
-3.84420E-03,-1.318E-03
-3.84400E-03,-2.099E-03
-3.84380E-03,-2.099E-03
-3.84360E-03,-1.318E-03
-3.84340E-03,-2.099E-03
-3.84319E-03,-2.295E-03
-3.84299E-03,-1.318E-03
-3.84279E-03,-2.099E-03
-3.84259E-03,-1.513E-03
-3.84239E-03,-1.318E-03
-3.84219E-03,-5.367E-04
-3.84198E-03,-1.318E-03
-3.84178E-03,-9.273E-04
-3.84158E-03,-1.123E-03
-3.84138E-03,-5.367E-04
-3.84118E-03,-1.513E-03
-3.84098E-03,-1.318E-03
-3.84077E-03,-1.513E-03
-3.84057E-03,-3.414E-04
-3.84037E-03,-1.123E-03
-3.84017E-03,-1.123E-03
-3.83997E-03,-1.123E-03
-3.83977E-03,-9.273E-04
-3.83956E-03,-9.273E-04
-3.83936E-03,-1.904E-03
-3.83916E-03,-1.123E-03
-3.83896E-03,-1.513E-03
-3.83876E-03,-1.513E-03
-3.83856E-03,-1.513E-03
-3.83836E-03,-1.318E-03
-3.83815E-03,-1.318E-03
-3.83795E-03,-3.414E-04
-3.83775E-03,-5.367E-04
-3.83755E-03,-2.099E-03
-3.83735E-03,-2.295E-03
-3.83715E-03,-2.099E-03
-3.83694E-03,-1.904E-03
-3.83674E-03,-1.123E-03
-3.83654E-03,-2.295E-03
-3.83634E-03,-2.295E-03
-3.83614E-03,-1.513E-03
-3.83594E-03,-2.880E-03
-3.83573E-03,-2.685E-03
-3.83553E-03,-1.709E-03
-3.83533E-03,-2.880E-03
-3.83513E-03,-2.685E-03
-3.83493E-03,-3.271E-03
-3.83473E-03,-3.271E-03
-3.83452E-03,-3.466E-03
-3.83432E-03,-3.662E-03
-3.83412E-03,-3.271E-03
-3.83392E-03,-3.466E-03
-3.83372E-03,-2.099E-03
-3.83352E-03,-2.099E-03
-3.83332E-03,-3.466E-03
-3.83311E-03,-3.076E-03
-3.83291E-03,-1.123E-03
-3.83271E-03,-1.513E-03
-3.83251E-03,-2.099E-03
